Date,Open,High,Low,Close,Adj Close,Volume
2018-08-23,1702.770020,1706.410034,1697.709961,1699.530029,1699.530029,0
2018-08-24,1700.810059,1710.920044,1700.810059,1710.130005,1710.130005,0
2018-08-27,1713.109985,1723.459961,1713.109985,1722.130005,1722.130005,0
2018-08-28,1723.400024,1726.369995,1719.780029,1722.839966,1722.839966,0
2018-08-29,1723.800049,1733.699951,1723.209961,1732.119995,1732.119995,0
2018-08-30,1730.650024,1731.430054,1721.859985,1724.810059,1724.810059,0
2018-08-31,1724.300049,1727.630005,1720.250000,1726.089966,1726.089966,0
2018-09-04,1725.969971,1725.969971,1716.069946,1723.239990,1723.239990,0
2018-09-05,1722.790039,1722.790039,1709.979980,1717.550049,1717.550049,0
2018-09-06,1717.880005,1719.890015,1705.280029,1710.689941,1710.689941,0
2018-09-07,1707.530029,1714.469971,1702.750000,1706.989990,1706.989990,0
2018-09-10,1709.849976,1715.449951,1709.780029,1710.709961,1710.709961,0
2018-09-11,1710.209961,1719.219971,1704.520020,1716.390015,1716.390015,0
2018-09-12,1716.599976,1719.180054,1709.739990,1716.829956,1716.829956,0
2018-09-13,1719.079956,1727.020020,1719.079956,1724.849976,1724.849976,0
2018-09-14,1725.140015,1728.520020,1720.930054,1726.349976,1726.349976,0
2018-09-17,1725.530029,1726.280029,1713.579956,1714.979980,1714.979980,0
2018-09-18,1715.000000,1727.839966,1715.000000,1723.969971,1723.969971,0
2018-09-19,1724.109985,1728.069946,1723.180054,1724.380005,1724.380005,0
2018-09-20,1726.209961,1740.060059,1726.209961,1737.969971,1737.969971,0
2018-09-21,1738.150024,1743.650024,1735.010010,1736.430054,1736.430054,0
2018-09-24,1734.339966,1734.339966,1726.369995,1730.150024,1730.150024,0
2018-09-25,1730.270020,1733.040039,1728.020020,1728.849976,1728.849976,0
2018-09-26,1728.939941,1736.739990,1720.420044,1721.689941,1721.689941,0
2018-09-27,1722.540039,1733.250000,1722.540039,1725.829956,1725.829956,0
2018-09-28,1724.770020,1730.109985,1722.270020,1726.520020,1726.520020,0
2018-10-01,1729.530029,1738.459961,1725.449951,1729.189941,1729.189941,0
2018-10-02,1729.290039,1731.689941,1724.260010,1726.469971,1726.469971,0
2018-10-03,1728.260010,1736.069946,1726.930054,1729.329956,1729.329956,0
2018-10-04,1728.130005,1728.130005,1704.109985,1713.390015,1713.390015,0
2018-10-05,1713.579956,1717.739990,1693.000000,1703.040039,1703.040039,0
2018-10-08,1700.719971,1704.369995,1688.569946,1701.130005,1701.130005,0
2018-10-09,1700.949951,1706.989990,1695.650024,1697.829956,1697.829956,0
2018-10-10,1697.680054,1697.680054,1642.390015,1642.770020,1642.770020,0
2018-10-11,1642.520020,1648.359985,1601.400024,1609.699951,1609.699951,0
2018-10-12,1610.050049,1637.010010,1608.989990,1630.569946,1630.569946,0
2018-10-15,1630.130005,1636.839966,1620.500000,1623.119995,1623.119995,0
2018-10-16,1624.729980,1660.880005,1624.729980,1659.239990,1659.239990,0
2018-10-17,1660.020020,1661.750000,1641.829956,1657.829956,1657.829956,0
2018-10-18,1656.290039,1656.290039,1625.839966,1633.280029,1633.280029,0
2018-10-19,1634.010010,1649.180054,1626.300049,1630.050049,1630.050049,0
2018-10-22,1630.119995,1636.209961,1619.709961,1623.390015,1623.390015,0
2018-10-23,1622.260010,1622.260010,1585.310059,1614.030029,1614.030029,0
2018-10-24,1613.829956,1614.910034,1560.890015,1562.920044,1562.920044,0
2018-10-25,1563.859985,1601.829956,1563.859985,1592.209961,1592.209961,0
2018-10-26,1589.880005,1589.880005,1547.209961,1565.939941,1565.939941,0
2018-10-29,1571.430054,1594.260010,1534.599976,1555.689941,1555.689941,0
2018-10-30,1555.699951,1582.189941,1552.609985,1580.739990,1580.739990,0
2018-10-31,1585.810059,1611.829956,1585.810059,1597.709961,1597.709961,0
2018-11-01,1598.329956,1618.319946,1597.459961,1617.479980,1617.479980,0
2018-11-02,1619.050049,1627.089966,1595.560059,1608.459961,1608.459961,0
2018-11-05,1608.979980,1619.109985,1604.150024,1615.689941,1615.689941,0
2018-11-06,1615.709961,1626.040039,1614.540039,1625.420044,1625.420044,0
2018-11-07,1626.479980,1659.329956,1626.479980,1658.699951,1658.699951,0
2018-11-08,1657.939941,1659.089966,1647.449951,1653.869995,1653.869995,0
2018-11-09,1652.209961,1652.209961,1627.290039,1637.229980,1637.229980,0
2018-11-12,1636.410034,1636.410034,1602.930054,1604.969971,1604.969971,0
2018-11-13,1605.530029,1621.959961,1599.150024,1602.900024,1602.900024,0
2018-11-14,1605.640015,1617.640015,1581.790039,1590.599976,1590.599976,0
2018-11-15,1590.500000,1610.709961,1573.760010,1608.260010,1608.260010,0
2018-11-16,1608.109985,1616.719971,1597.739990,1611.760010,1611.760010,0
2018-11-19,1611.479980,1611.479980,1578.569946,1583.609985,1583.609985,0
2018-11-20,1583.310059,1583.310059,1549.369995,1555.420044,1555.420044,0
2018-11-21,1555.520020,1574.380005,1555.520020,1562.680054,1562.680054,0
2018-11-23,1560.739990,1562.819946,1552.180054,1554.010010,1554.010010,0
2018-11-26,1555.329956,1578.369995,1555.329956,1577.839966,1577.839966,0
2018-11-27,1576.310059,1580.119995,1567.900024,1579.880005,1579.880005,0
2018-11-28,1580.339966,1616.750000,1580.339966,1616.589966,1616.589966,0
2018-11-29,1615.920044,1622.599976,1604.099976,1613.150024,1613.150024,0
2018-11-30,1613.339966,1626.550049,1610.439941,1625.989990,1625.989990,0
2018-12-03,1631.689941,1649.199951,1631.689941,1643.900024,1643.900024,0
2018-12-04,1643.550049,1643.550049,1587.530029,1589.079956,1589.079956,0
2018-12-06,1585.510010,1587.199951,1544.329956,1587.180054,1587.180054,0
2018-12-07,1586.619995,1594.339966,1544.560059,1550.489990,1550.489990,0
2018-12-10,1550.199951,1557.380005,1522.459961,1551.949951,1551.949951,0
2018-12-11,1553.040039,1573.239990,1542.380005,1550.849976,1550.849976,0
2018-12-12,1552.650024,1579.589966,1552.650024,1560.050049,1560.050049,0
2018-12-13,1560.449951,1569.250000,1550.170044,1556.780029,1556.780029,0
2018-12-14,1555.109985,1555.109985,1524.790039,1528.359985,1528.359985,0
2018-12-17,1527.650024,1528.880005,1487.170044,1495.609985,1495.609985,0
2018-12-18,1496.550049,1512.599976,1486.739990,1495.719971,1495.719971,0
2018-12-19,1496.099976,1517.050049,1462.750000,1472.180054,1472.180054,0
2018-12-20,1472.170044,1473.369995,1433.380005,1448.560059,1448.560059,0
2018-12-21,1448.560059,1468.290039,1413.670044,1418.060059,1418.060059,0
2018-12-24,null,null,null,null,null,null
2018-12-26,1384.170044,1449.189941,1379.010010,1449.160034,1449.160034,0
2018-12-27,null,null,null,null,null,null
2018-12-28,1461.020020,1479.069946,1451.619995,1459.520020,1459.520020,0
2018-12-31,1464.680054,1472.390015,1457.209961,1472.140015,1472.140015,0
2019-01-02,1470.369995,1478.449951,1448.640015,1473.660034,1473.660034,0
2019-01-03,1473.069946,1473.069946,1436.810059,1438.760010,1438.760010,0
2019-01-04,1440.420044,1492.069946,1440.420044,1488.530029,1488.530029,0
2019-01-07,1489.420044,1510.689941,1486.170044,1501.329956,1501.329956,0
2019-01-08,1505.130005,1518.699951,1500.469971,1517.140015,1517.140015,0
2019-01-09,1517.819946,1529.660034,1515.170044,1524.619995,1524.619995,0
2019-01-10,1522.880005,1532.310059,1511.319946,1531.829956,1531.829956,0
2019-01-11,1530.189941,1531.880005,1521.199951,1531.880005,1531.880005,0
2019-01-14,1531.000000,1531.000000,1517.280029,1523.010010,1523.010010,0
2019-01-15,1523.349976,1539.790039,1523.349976,1538.770020,1538.770020,0
2019-01-16,null,null,null,null,null,null
2019-01-17,1542.739990,1560.619995,1537.780029,1555.349976,1555.349976,0
2019-01-18,1555.900024,1578.140015,1555.900024,1575.359985,1575.359985,0
2019-01-22,1573.829956,1573.829956,1544.060059,1552.670044,1552.670044,0
2019-01-23,1553.859985,1564.300049,1540.619995,1555.099976,1555.099976,0
2019-01-24,1555.739990,1560.969971,1550.199951,1558.880005,1558.880005,0
2019-01-25,1560.280029,1576.589966,1560.280029,1573.310059,1573.310059,0
2019-01-28,null,null,null,null,null,null
2019-01-29,1561.949951,1565.709961,1555.069946,1559.729980,1559.729980,0
2019-01-30,1563.800049,1588.300049,1563.619995,1583.040039,1583.040039,0
2019-01-31,1582.680054,1599.119995,1580.859985,1596.540039,1596.540039,0
2019-02-01,1596.569946,1603.800049,1593.310059,1599.069946,1599.069946,0
2019-02-04,1599.010010,1610.520020,1595.030029,1610.510010,1610.510010,0
2019-02-05,1610.939941,1618.579956,1610.010010,1617.800049,1617.800049,0
2019-02-06,1617.069946,1618.199951,1609.670044,1614.280029,1614.280029,0
2019-02-07,1613.099976,1613.099976,1588.719971,1599.969971,1599.969971,0
2019-02-08,1596.959961,1601.199951,1586.310059,1601.140015,1601.140015,0
2019-02-11,1601.650024,1607.170044,1600.069946,1603.699951,1603.699951,0
2019-02-12,1604.079956,1625.839966,1604.079956,1624.199951,1624.199951,0
2019-02-13,1625.000000,1633.420044,1625.000000,1629.010010,1629.010010,0
2019-02-14,1628.150024,1632.310059,1616.939941,1625.479980,1625.479980,0
2019-02-15,1627.709961,1643.500000,1627.709961,1643.449951,1643.449951,0
2019-02-19,1643.160034,1650.459961,1639.030029,1646.109985,1646.109985,0
2019-02-20,1645.890015,1651.599976,1643.260010,1649.109985,1649.109985,0
2019-02-21,1648.300049,1648.300049,1637.410034,1643.229980,1643.229980,0
2019-02-22,1643.949951,1655.069946,1643.949951,1654.540039,1654.540039,0
2019-02-25,1656.410034,1666.930054,1655.930054,1656.439941,1656.439941,0
2019-02-26,null,null,null,null,null,null
2019-02-27,1652.979980,1655.770020,1644.050049,1654.160034,1654.160034,0
2019-02-28,1653.380005,1654.849976,1648.339966,1649.219971,1649.219971,0
2019-03-01,1650.189941,1662.719971,1650.189941,1660.609985,1660.609985,0
2019-03-04,null,null,null,null,null,null
2019-03-05,1653.060059,1654.170044,1646.569946,1650.260010,1650.260010,0
2019-03-06,null,null,null,null,null,null
2019-03-07,1637.109985,1637.109985,1618.819946,1624.060059,1624.060059,0
2019-03-08,1623.339966,1623.339966,1609.140015,1620.699951,1620.699951,0
2019-03-11,1621.900024,1644.959961,1621.900024,1644.869995,1644.869995,0
2019-03-12,1645.510010,1653.500000,1645.510010,1649.469971,1649.469971,0
2019-03-13,1650.699951,1666.180054,1650.699951,1660.250000,1660.250000,0
2019-03-14,1660.959961,1661.869995,1655.780029,1658.359985,1658.359985,0
2019-03-15,1659.859985,1671.180054,1659.859985,1665.839966,1665.839966,0
2019-03-18,1666.569946,1674.439941,1665.660034,1672.589966,1672.589966,0
2019-03-19,1673.349976,1682.630005,1666.219971,1671.180054,1671.180054,0
2019-03-20,1670.760010,1677.239990,1658.229980,1665.250000,1665.250000,0
2019-03-21,null,null,null,null,null,null
2019-03-22,1683.479980,1683.479980,1648.949951,1649.050049,1649.050049,0
2019-03-25,null,null,null,null,null,null
2019-03-26,1650.170044,1667.209961,1650.170044,1660.599976,1660.599976,0
2019-03-27,null,null,null,null,null,null
2019-03-28,1653.630005,1662.109985,1649.609985,1660.030029,1660.030029,0
2019-03-29,null,null,null,null,null,null
2019-04-01,1672.709961,1691.250000,1672.709961,1690.180054,1690.180054,0
2019-04-02,1690.380005,1691.239990,1684.510010,1689.890015,1689.890015,0
2019-04-03,1693.109985,1701.180054,1689.589966,1694.329956,1694.329956,0
2019-04-04,1694.329956,1698.609985,1689.839966,1697.430054,1697.430054,0
2019-04-05,1697.849976,1706.469971,1697.849976,1706.280029,1706.280029,0
2019-04-08,1705.729980,1707.709961,1698.660034,1707.670044,1707.670044,0
2019-04-09,null,null,null,null,null,null
2019-04-10,1696.729980,1704.880005,1696.729980,1704.270020,1704.270020,0
2019-04-11,null,null,null,null,null,null
2019-04-12,1705.819946,1716.969971,1705.819946,1715.420044,1715.420044,0
2019-04-15,1715.410034,1716.640015,1708.890015,1713.869995,1713.869995,0
2019-04-16,1714.650024,1719.750000,1711.079956,1714.660034,1714.660034,0
2019-04-17,null,null,null,null,null,null
2019-04-18,1708.819946,1712.609985,1702.819946,1710.969971,1710.969971,0
2019-04-22,1710.420044,1712.689941,1706.010010,1711.869995,1711.869995,0
2019-04-23,1712.030029,1729.719971,1712.030029,1728.430054,1728.430054,0
2019-04-24,1728.380005,1731.130005,1724.680054,1725.520020,1725.520020,0
2019-04-25,null,null,null,null,null,null
2019-04-26,1723.280029,1732.430054,1719.099976,1732.430054,1732.430054,0
2019-04-29,1732.339966,1738.560059,1732.339966,1734.709961,1734.709961,0
2019-04-30,null,null,null,null,null,null
2019-05-01,1738.589966,1740.030029,1722.130005,1722.229980,1722.229980,0
2019-05-02,1722.069946,1727.449951,1708.739990,1719.630005,1719.630005,0
2019-05-03,1720.719971,1738.369995,1720.719971,1737.949951,1737.949951,0
2019-05-06,1735.459961,1735.459961,1713.270020,1731.209961,1731.209961,0
2019-05-07,1729.369995,1729.369995,1689.560059,1701.829956,1701.829956,0
2019-05-08,1701.589966,1709.410034,1696.020020,1698.729980,1698.729980,0
2019-05-09,1698.430054,1698.430054,1673.040039,1693.880005,1693.880005,0
2019-05-10,1693.880005,1705.089966,1667.630005,1699.780029,1699.780029,0
2019-05-13,1699.760010,1699.760010,1651.209961,1656.760010,1656.760010,0
2019-05-14,null,null,null,null,null,null
2019-05-15,1671.040039,1684.959961,1660.170044,1680.910034,1680.910034,0
2019-05-16,1680.910034,1704.760010,1680.910034,1695.599976,1695.599976,0
2019-05-17,1694.900024,1699.910034,1682.290039,1683.930054,1683.930054,0
2019-05-20,1678.310059,1679.630005,1667.150024,1672.089966,1672.089966,0
2019-05-21,null,null,null,null,null,null
2019-05-22,1685.729980,1686.239990,1678.589966,1681.550049,1681.550049,0
2019-05-23,1674.369995,1674.369995,1650.589966,1659.900024,1659.900024,0
2019-05-24,1663.589966,1671.489990,1659.520020,1663.359985,1663.359985,0
2019-05-28,1664.250000,1671.689941,1649.500000,1649.750000,1649.750000,0
2019-05-29,1649.599976,1649.599976,1628.250000,1638.060059,1638.060059,0
2019-05-30,1639.260010,1647.599976,1633.770020,1640.689941,1640.689941,0
2019-05-31,1635.949951,1635.949951,1618.069946,1619.719971,1619.719971,0
2019-06-03,1620.020020,1626.689941,1607.219971,1616.079956,1616.079956,0
2019-06-04,null,null,null,null,null,null
2019-06-05,1655.219971,1664.579956,1649.069946,1664.119995,1664.119995,0
2019-06-06,1664.859985,1671.760010,1660.839966,1670.170044,1670.170044,0
2019-06-07,1674.459961,1695.869995,1674.459961,1689.430054,1689.430054,0
2019-06-10,1690.420044,1708.760010,1690.420044,1697.869995,1697.869995,0
2019-06-11,1698.040039,1711.569946,1692.290039,1696.609985,1696.609985,0
2019-06-12,1696.479980,1697.890015,1690.280029,1693.520020,1693.520020,0
2019-06-13,1693.540039,1702.650024,1693.540039,1701.400024,1701.400024,0
2019-06-14,null,null,null,null,null,null
2019-06-17,1697.250000,1703.890015,1697.250000,1699.550049,1699.550049,0
2019-06-18,1699.599976,1724.459961,1699.599976,1716.469971,1716.469971,0
2019-06-19,1717.280029,1724.790039,1713.630005,1722.069946,1722.069946,0
2019-06-20,1727.469971,1739.430054,1724.819946,1737.390015,1737.390015,0
2019-06-21,1736.920044,1741.189941,1731.280029,1733.449951,1733.449951,0
2019-06-24,1734.040039,1735.619995,1727.560059,1728.079956,1728.079956,0
2019-06-25,1728.500000,1728.829956,1711.500000,1712.109985,1712.109985,0
2019-06-26,1714.219971,1721.339966,1711.819946,1713.660034,1713.660034,0
2019-06-27,null,null,null,null,null,null
2019-06-28,1720.829956,1732.069946,1720.829956,1730.900024,1730.900024,0
2019-07-01,null,null,null,null,null,null
2019-07-02,1743.530029,1747.170044,1738.369995,1747.089966,1747.089966,0
2019-07-03,1748.000000,1760.760010,1748.000000,1760.760010,1760.760010,0
2019-07-05,1760.010010,1760.119995,1744.699951,1758.530029,1758.530029,0
2019-07-08,1756.599976,1756.599976,1745.900024,1749.050049,1749.050049,0
2019-07-09,1747.439941,1753.030029,1742.500000,1752.000000,1752.000000,0
2019-07-10,1753.520020,1765.079956,1753.520020,1759.130005,1759.130005,0
2019-07-11,1759.410034,1763.859985,1755.500000,1761.920044,1761.920044,0
2019-07-12,1762.579956,1771.010010,1762.579956,1770.800049,1770.800049,0
2019-07-15,1771.449951,1773.250000,1767.239990,1770.420044,1770.420044,0
2019-07-16,null,null,null,null,null,null
2019-07-17,1765.119995,1765.400024,1753.920044,1754.000000,1754.000000,0
2019-07-18,1753.619995,1762.030029,1747.750000,1760.160034,1760.160034,0
2019-07-19,1762.810059,1766.390015,1749.250000,1749.489990,1749.489990,0
2019-07-22,1751.719971,1756.839966,1749.650024,1753.660034,1753.660034,0
2019-07-23,1755.310059,1765.709961,1755.310059,1765.609985,1765.609985,0
2019-07-24,1764.959961,1776.430054,1761.099976,1776.430054,1776.430054,0
2019-07-25,1776.219971,1776.219971,1762.709961,1765.569946,1765.569946,0
2019-07-26,1765.339966,1780.810059,1765.339966,1779.479980,1779.479980,0
2019-07-29,1779.579956,1779.579956,1771.050049,1775.280029,1775.280029,0
2019-07-30,1774.099976,1774.810059,1763.939941,1773.040039,1773.040039,0
2019-07-31,1772.969971,1776.420044,1742.729980,1754.650024,1754.650024,0
2019-08-01,1754.359985,1773.099976,1732.810059,1737.489990,1737.489990,0
2019-08-02,1737.359985,1737.359985,1712.699951,1723.310059,1723.310059,0
2019-08-05,1721.640015,1721.640015,1658.199951,1671.770020,1671.770020,0
2019-08-06,1672.199951,1694.689941,1672.199951,1693.359985,1693.359985,0
2019-08-07,1692.920044,1699.569946,1662.030029,1695.099976,1695.099976,0
2019-08-08,1696.479980,1728.109985,1696.479980,1727.680054,1727.680054,0
2019-08-09,1726.420044,1726.420044,1705.469971,1714.969971,1714.969971,0
2019-08-12,1714.609985,1714.609985,1694.510010,1694.510010,1694.510010,0
2019-08-13,null,null,null,null,null,null
2019-08-14,1716.859985,1716.859985,1667.189941,1667.579956,1667.579956,0
2019-08-15,1667.689941,1675.819946,1658.660034,1670.520020,1670.520020,0
2019-08-16,1671.339966,1698.530029,1671.339966,1695.920044,1695.920044,0
2019-08-19,1698.949951,1719.859985,1698.949951,1715.459961,1715.459961,0
2019-08-20,1715.359985,1715.359985,1702.010010,1702.469971,1702.469971,0
2019-08-21,1703.010010,1718.900024,1703.010010,1716.560059,1716.560059,0
2019-08-22,1717.030029,1724.589966,1705.250000,1715.410034,1715.410034,0
2019-08-23,1714.290039,1717.430054,1664.439941,1670.739990,1670.739990,0
2019-08-26,1671.560059,1688.920044,1671.560059,1688.439941,1688.439941,0
2019-08-27,1690.969971,1700.010010,1676.670044,1681.170044,1681.170044,0
2019-08-28,1681.119995,1693.650024,1672.619995,1692.369995,1692.369995,0
2019-08-29,1697.050049,1717.709961,1697.050049,1714.430054,1714.430054,0
2019-08-30,1716.290039,1723.349976,1707.400024,1715.239990,1715.239990,0
2019-09-03,1714.479980,1714.479980,1695.189941,1701.979980,1701.979980,0
2019-09-04,1704.119995,1720.589966,1704.119995,1720.119995,1720.119995,0
2019-09-05,1724.390015,1748.400024,1724.390015,1742.900024,1742.900024,0
2019-09-06,1743.560059,1748.060059,1741.150024,1743.609985,1743.609985,0
2019-09-09,1745.219971,1749.119995,1738.510010,1744.380005,1744.380005,0
2019-09-10,1743.500000,1743.839966,1731.839966,1741.910034,1741.910034,0
2019-09-11,1746.449951,1761.069946,1744.489990,1761.060059,1761.060059,0
2019-09-12,1761.160034,1771.339966,1759.900024,1765.319946,1765.319946,0
2019-09-13,1765.790039,1770.319946,1761.550049,1763.900024,1763.900024,0
2019-09-16,1760.479980,1762.469971,1755.109985,1760.699951,1760.699951,0
2019-09-17,1760.369995,1764.729980,1757.689941,1764.500000,1764.500000,0
2019-09-18,1763.290039,1764.219971,1747.760010,1763.780029,1763.780029,0
2019-09-19,1764.790039,1773.099976,1761.400024,1763.280029,1763.280029,0
2019-09-20,1763.359985,1768.599976,1751.229980,1755.310059,1755.310059,0
2019-09-23,1753.319946,1758.719971,1749.209961,1755.209961,1755.209961,0
2019-09-24,1757.520020,1763.900024,1733.939941,1738.680054,1738.680054,0
2019-09-25,1738.770020,1752.969971,1731.500000,1750.189941,1750.189941,0
2019-09-26,1750.530029,1750.530029,1737.050049,1744.530029,1744.530029,0
2019-09-27,1745.500000,1749.510010,1725.089966,1734.000000,1734.000000,0
2019-09-30,1736.119995,1746.640015,1736.119995,1742.699951,1742.699951,0
2019-10-01,1743.140015,1752.160034,1719.329956,1720.119995,1720.119995,0
2019-10-02,1719.959961,1719.959961,1683.280029,1691.050049,1691.050049,0
2019-10-03,1689.969971,1704.709961,1672.609985,1704.489990,1704.489990,0
2019-10-04,1706.030029,1728.599976,1706.030029,1727.869995,1727.869995,0
2019-10-07,1726.310059,1732.449951,1718.689941,1720.849976,1720.849976,0
2019-10-08,1719.609985,1719.609985,1693.189941,1693.280029,1693.280029,0
2019-10-09,1698.650024,1713.859985,1698.650024,1708.219971,1708.219971,0
2019-10-10,1708.459961,1724.300049,1707.420044,1718.369995,1718.369995,0
2019-10-11,1720.020020,1751.750000,1720.020020,1738.619995,1738.619995,0
2019-10-14,1736.540039,1739.099976,1733.920044,1735.819946,1735.819946,0
2019-10-15,1738.780029,1757.270020,1738.780029,1752.959961,1752.959961,0
2019-10-16,1751.530029,1753.469971,1746.290039,1748.900024,1748.900024,0
2019-10-17,1754.099976,1760.229980,1751.650024,1755.150024,1755.150024,0
2019-10-18,1754.729980,1755.510010,1741.520020,1748.069946,1748.069946,0
2019-10-21,1750.780029,1760.369995,1750.780029,1759.739990,1759.739990,0
2019-10-22,1760.800049,1764.270020,1753.420044,1753.849976,1753.849976,0
2019-10-23,1752.329956,1758.489990,1750.849976,1758.390015,1758.390015,0
2019-10-24,1763.760010,1765.890015,1756.599976,1759.130005,1759.130005,0
2019-10-25,1759.010010,1773.170044,1758.810059,1770.319946,1770.319946,0
2019-10-28,1773.670044,1783.599976,1773.670044,1780.650024,1780.650024,0
2019-10-29,1779.630005,1785.260010,1777.579956,1779.619995,1779.619995,0
2019-10-30,1780.219971,1786.250000,1773.939941,1784.630005,1784.630005,0
2019-10-31,1784.109985,1784.150024,1769.829956,1778.199951,1778.199951,0
2019-11-01,1784.349976,1796.770020,1784.349976,1796.770020,1796.770020,0
2019-11-04,1802.150024,1807.250000,1801.459961,1803.439941,1803.439941,0
2019-11-05,1803.839966,1807.500000,1800.339966,1801.510010,1801.510010,0
2019-11-06,1801.520020,1801.849976,1795.630005,1801.349976,1801.349976,0
2019-11-07,1806.079956,1813.670044,1803.489990,1806.319946,1806.319946,0
2019-11-08,1804.920044,1811.449951,1800.089966,1811.449951,1811.449951,0
2019-11-11,1806.680054,1809.099976,1801.400024,1808.479980,1808.479980,0
2019-11-12,1809.420044,1817.609985,1807.489990,1811.050049,1811.050049,0
2019-11-13,1807.260010,1814.170044,1803.319946,1811.760010,1811.760010,0
2019-11-14,1809.569946,1814.219971,1806.589966,1813.400024,1813.400024,0
2019-11-15,1816.569946,1827.109985,1816.569946,1827.109985,1827.109985,0
2019-11-18,1825.900024,1828.910034,1822.199951,1827.709961,1827.709961,0
2019-11-19,1829.469971,1831.319946,1823.510010,1827.890015,1827.890015,0
2019-11-20,1825.150024,1828.219971,1811.780029,1821.750000,1821.750000,0
2019-11-21,1822.130005,1822.500000,1813.680054,1817.880005,1817.880005,0
2019-11-22,1820.739990,1823.250000,1815.500000,1821.989990,1821.989990,0
2019-11-25,1825.560059,1838.030029,1825.560059,1837.920044,1837.920044,0
2019-11-26,null,null,null,null,null,null
2019-11-27,1844.180054,1850.459961,1844.180054,1850.219971,1850.219971,0
2019-11-29,1847.900024,1847.969971,1841.229980,1842.050049,1842.050049,0
2019-12-02,1842.989990,1843.910034,1824.239990,1825.530029,1825.530029,0
2019-12-03,1822.780029,1822.780029,1800.890015,1814.410034,1814.410034,0
2019-12-04,1817.630005,1829.489990,1817.630005,1825.479980,1825.479980,0
2019-12-05,1827.510010,1829.239990,1820.520020,1827.760010,1827.760010,0
2019-12-06,1831.020020,1847.369995,1831.020020,1844.439941,1844.439941,0
2019-12-09,1842.430054,1845.939941,1838.560059,1838.569946,1838.569946,0
2019-12-10,1838.579956,1841.869995,1833.689941,1836.729980,1836.729980,0
2019-12-11,1838.250000,1842.510010,1836.489990,1841.250000,1841.250000,0
2019-12-12,1840.910034,1861.060059,1839.439941,1856.280029,1856.280029,0
2019-12-13,1855.619995,1864.300049,1848.780029,1855.750000,1855.750000,0
2019-12-16,1862.780029,1873.479980,1862.780029,1869.310059,1869.310059,0
2019-12-17,1869.959961,1873.020020,1868.920044,1870.479980,1870.479980,0
2019-12-18,1872.020020,1873.949951,1869.810059,1870.290039,1870.290039,0
2019-12-19,1871.069946,1878.660034,1871.069946,1878.650024,1878.650024,0
2019-12-20,1882.079956,1889.920044,1881.619995,1887.819946,1887.819946,0
2019-12-23,1889.489990,1891.459961,1888.550049,1889.469971,1889.469971,0
2019-12-24,1890.479980,1890.979980,1887.780029,1889.630005,1889.630005,0
2019-12-26,1892.130005,1898.329956,1892.130005,1898.239990,1898.239990,0
2019-12-27,1901.510010,1903.050049,1894.109985,1897.239990,1897.239990,0
2019-12-30,1897.250000,1897.609985,1883.609985,1886.660034,1886.660034,0
2019-12-31,1882.849976,1892.719971,1881.449951,1892.250000,1892.250000,0
2020-01-02,1898.469971,1906.650024,1893.540039,1906.500000,1906.500000,0
2020-01-03,1898.089966,1900.459961,1889.489990,1894.530029,1894.530029,0
2020-01-06,1885.390015,1900.989990,1883.300049,1900.900024,1900.900024,0
2020-01-07,1899.050049,1900.219971,1893.150024,1896.010010,1896.010010,0
2020-01-08,1896.880005,1912.890015,1895.989990,1905.020020,1905.020020,0
2020-01-09,1912.510010,1917.459961,1910.819946,1916.709961,1916.709961,0
2020-01-10,1918.339966,1921.260010,1908.810059,1911.280029,1911.280029,0
2020-01-13,1913.939941,1925.219971,1912.790039,1925.219971,1925.219971,0
2020-01-14,1924.300049,1930.449951,1919.869995,1923.630005,1923.630005,0
2020-01-15,1923.489990,1933.290039,1922.380005,1927.329956,1927.329956,0
2020-01-16,1934.310059,1944.369995,1934.310059,1944.239990,1944.239990,0
2020-01-17,1947.459961,1949.959961,1944.569946,1949.869995,1949.869995,0
2020-01-21,1946.939941,1949.729980,1942.130005,1944.329956,1944.329956,0
2020-01-22,1949.199951,1954.670044,1943.989990,1945.040039,1945.040039,0
2020-01-23,1942.280029,1948.180054,1933.040039,1947.130005,1947.130005,0
2020-01-24,1949.489990,1952.099976,1920.780029,1929.119995,1929.119995,0
2020-01-27,1928.109985,1928.109985,1897.780029,1899.619995,1899.619995,0
2020-01-28,1904.099976,1923.839966,1904.099976,1918.660034,1918.660034,0
2020-01-29,1922.619995,1927.810059,1915.979980,1916.530029,1916.530029,0
2020-01-30,1909.880005,1923.290039,1899.160034,1922.250000,1922.250000,0
2020-01-31,1922.849976,1922.849976,1882.020020,1888.030029,1888.030029,0
2020-02-03,1893.729980,1913.489990,1893.729980,1903.630005,1903.630005,0
2020-02-04,1915.819946,1938.829956,1915.819946,1933.079956,1933.079956,0
2020-02-05,1944.010010,1954.219971,1941.000000,1952.670044,1952.670044,0
2020-02-06,1954.880005,1959.630005,1952.670044,1957.770020,1957.770020,0
2020-02-07,1953.709961,1954.229980,1943.140015,1946.349976,1946.349976,0
2020-02-10,1944.189941,1960.500000,1942.140015,1960.489990,1960.489990,0
2020-02-11,1966.339966,1975.119995,1962.560059,1965.180054,1965.180054,0
2020-02-12,1969.920044,1979.030029,1969.920044,1977.989990,1977.989990,0
2020-02-13,1972.829956,1982.089966,1967.449951,1976.219971,1976.219971,0
